respondent_id,h1n1_vaccine,seasonal_vaccine
42059,0.03,0.09
42060,0.04,0.42
42061,0.03,0.19
42062,0.01,0.0
42063,0.39,0.29
42064,0.04,0.46
42065,0.71,0.55
42066,0.01,0.05
42068,0.13,0.54
42070,0.03,0.06
42072,0.12,0.78
42073,0.04,0.08
42074,0.06,0.37
42076,0.08,0.89
42077,0.16,0.14
42079,0.03,0.13
42080,0.08,0.29
42083,0.0,0.62
42084,0.63,0.73
42086,0.53,0.58
42087,0.18,0.8
42088,0.03,0.14
42090,0.02,0.2
42091,0.01,0.12
42092,0.13,0.09
42093,0.39,0.66
42094,0.33,0.33
42095,0.09,0.3
42096,0.01,0.05
42098,0.55,0.53
42099,0.13,0.17
42100,0.81,0.9
42106,0.0,0.24
42107,0.05,0.24
42109,0.78,0.86
42111,0.14,0.5
42113,0.16,0.56
42114,0.02,0.12
42115,0.09,0.06
42117,0.01,0.13
42118,0.79,0.91
42119,0.32,0.73
42120,0.16,0.68
42121,0.13,0.47
42122,0.02,0.27
42123,0.12,0.61
42124,0.44,0.47
42125,0.63,0.91
42126,0.03,0.79
42127,0.47,0.73
42129,0.15,0.23
42130,0.6,0.75
42131,0.02,0.25
42132,0.07,0.04
42134,0.09,0.48
42135,0.06,0.07
42136,0.42,0.58
42137,0.27,0.41
42138,0.15,0.7
42139,0.18,0.14
42141,0.02,0.27
42142,0.01,0.05
42143,0.04,0.25
42144,0.09,0.33
42145,0.07,0.46
42146,0.04,0.6
42147,0.16,0.6
42148,0.62,0.82
42150,0.09,0.68
42153,0.5,0.52
42156,0.08,0.55
42157,0.04,0.32
42158,0.05,0.56
42159,0.01,0.1
42160,0.28,0.57
42161,0.07,0.21
42162,0.12,0.18
42163,0.1,0.89
42165,0.01,0.02
42166,0.03,0.15
42167,0.2,0.49
42168,0.13,0.45
42169,0.19,0.32
42173,0.08,0.08
42174,0.46,0.81
42175,0.04,0.17
42177,0.03,0.76
42178,0.11,0.2
42179,0.02,0.01
42181,0.12,0.27
42182,0.02,0.12
42183,0.1,0.14
42184,0.16,0.93
42185,0.63,0.55
42186,0.08,0.6
42188,0.14,0.1
42189,0.04,0.29
42190,0.14,0.44
42192,0.02,0.13
42193,0.97,0.96
42194,0.05,0.21
42195,0.18,0.6
42196,0.11,0.29
42197,0.23,0.51
42198,0.21,0.51
42199,0.46,0.46
42200,0.05,0.36
42201,0.22,0.76
42202,0.49,0.68
42203,0.01,0.4
42204,0.65,0.69
42205,0.32,0.27
42206,0.05,0.12
42207,0.25,0.81
42208,0.03,0.04
42209,0.07,0.81
42210,0.09,0.24
42212,0.14,0.81
42213,0.1,0.27
42215,0.17,0.48
42216,0.06,0.76
42217,0.03,0.47
42218,0.02,0.06
42220,0.04,0.27
42221,0.04,0.14
42222,0.27,0.61
42224,0.15,0.03
42225,0.36,0.77
42226,0.03,0.8
42227,0.19,0.23
42228,0.1,0.25
42229,0.0,0.07
42230,0.41,0.74
42231,0.04,0.71
42232,0.6,0.74
42233,0.1,0.61
42235,0.1,0.31
42236,0.16,0.9
42240,0.06,0.78
42242,0.04,0.42
42244,0.09,0.29
42245,0.01,0.06
42246,0.34,0.53
42247,0.23,0.33
42248,0.33,0.76
42252,0.01,0.53
42253,0.9,0.94
42254,0.1,0.51
42255,0.06,0.41
42256,0.12,0.77
42257,0.17,0.43
42259,0.1,0.11
42262,0.0,0.08
42263,0.31,0.71
42265,0.14,0.65
42266,0.08,0.5
42267,0.29,0.6
42268,0.09,0.35
42269,0.05,0.47
42270,0.03,0.26
42271,0.46,0.69
42272,0.02,0.02
42273,0.04,0.43
42274,0.21,0.39
42275,0.86,0.9
42276,0.22,0.89
42277,0.01,0.09
42278,0.01,0.09
42279,0.16,0.29
42280,0.07,0.33
42281,0.01,0.11
42282,0.06,0.43
42283,0.16,0.19
42284,0.05,0.11
42285,0.37,0.41
42286,0.19,0.25
42288,0.01,0.23
42289,0.15,0.24
42290,0.02,0.09
42291,0.15,0.14
42292,0.26,0.8
42293,0.18,0.28
42296,0.19,0.7
42298,0.13,0.45
42299,0.22,0.51
42300,0.02,0.04
42301,0.11,0.14
42302,0.07,0.46
42303,0.3,0.1
42304,0.12,0.16
42305,0.15,0.78
42306,0.01,0.11
42308,0.02,0.15
42309,0.18,0.9
42310,0.02,0.11
42311,0.16,0.82
42312,0.64,0.67
42313,0.34,0.67
42314,0.03,0.21
42317,0.25,0.7
42318,0.06,0.25
42319,0.12,0.45
42323,0.18,0.04
42324,0.12,0.13
42325,0.17,0.31
42326,0.13,0.17
42327,0.01,0.06
42328,0.02,0.72
42329,0.45,0.95
42330,0.08,0.13
42331,0.01,0.42
42332,0.03,0.07
42333,0.14,0.88
42334,0.85,0.94
42335,0.09,0.54
42336,0.01,0.73
42337,0.14,0.71
42338,0.27,0.81
42339,0.23,0.56
42341,0.2,0.65
42342,0.03,0.1
42343,0.11,0.72
42344,0.06,0.85
42345,0.02,0.34
42346,0.21,0.52
42347,0.1,0.84
42349,0.12,0.87
42350,0.31,0.79
42351,0.96,0.96
42352,0.02,0.28
42353,0.87,0.68
42354,0.9,0.97
42356,0.13,0.67
42357,0.04,0.27
42358,0.01,0.1
42359,0.78,0.61
42361,0.15,0.49
42362,0.17,0.44
42364,0.12,0.1
42366,0.01,0.04
42368,0.74,0.67
42369,0.7,0.8
42371,0.19,0.88
42373,0.03,0.48
42375,0.02,0.3
42376,0.02,0.07
42377,0.01,0.12
42378,0.1,0.67
42379,0.16,0.9
42380,0.11,0.12
42381,0.05,0.17
42382,0.2,0.24
42384,0.61,0.79
42385,0.43,0.81
42386,0.06,0.66
42387,0.13,0.22
42388,0.59,0.54
42389,0.15,0.34
42390,0.02,0.12
42391,0.22,0.37
42392,0.12,0.29
42393,0.5,0.69
42394,0.03,0.47
42396,0.02,0.24
42397,0.04,0.19
42398,0.1,0.56
42399,0.22,0.3
42400,0.26,0.5
42401,0.03,0.2
42402,0.03,0.79
42403,0.37,0.74
42404,0.15,0.87
42405,0.28,0.82
42406,0.03,0.92
42407,0.4,0.6
42408,0.02,0.15
42410,0.16,0.77
42413,0.03,0.09
42415,0.14,0.16
42417,0.01,0.04
42418,0.03,0.34
42419,0.27,0.58
42422,0.09,0.11
42423,0.02,0.06
42424,0.03,0.33
42425,0.02,0.03
42426,0.24,0.28
42428,0.03,0.34
42429,0.03,0.11
42431,0.64,0.56
42434,0.07,0.65
42435,0.02,0.19
42437,0.01,0.07
42438,0.27,0.34
42439,0.85,0.89
42440,0.16,0.49
42441,0.16,0.76
42442,0.02,0.55
42445,0.02,0.16
42446,0.06,0.84
42447,0.04,0.47
42448,0.01,0.27
42449,0.02,0.14
42450,0.05,0.54
42452,0.12,0.94
42453,0.07,0.31
42454,0.04,0.21
42456,0.12,0.6
42457,0.02,0.4
42458,0.09,0.33
42459,0.08,0.36
42460,0.41,0.82
42461,0.12,0.23
42462,0.87,0.95
42463,0.34,0.56
42464,0.14,0.44
42465,0.07,0.23
42466,0.08,0.7
42467,0.16,0.94
42468,0.01,0.14
42470,0.87,0.83
42471,0.05,0.51
42472,0.04,0.23
42473,0.32,0.78
42475,0.4,0.89
42476,0.06,0.88
42477,0.18,0.77
42478,0.0,0.04
42480,0.27,0.89
42483,0.82,0.61
42484,0.01,0.11
42485,0.03,0.16
42486,0.94,0.94
42487,0.43,0.81
42488,0.02,0.05
42489,0.66,0.81
42490,0.01,0.18
42491,0.04,0.73
42492,0.33,0.74
42493,0.05,0.84
42494,0.13,0.72
42495,0.25,0.3
42496,0.34,0.85
42498,0.12,0.83
42500,0.16,0.15
42501,0.39,0.83
42502,0.02,0.05
42504,0.09,0.09
42505,0.06,0.33
42506,0.01,0.24
42507,0.14,0.44
42508,0.08,0.3
42509,0.12,0.27
42510,0.12,0.93
42511,0.54,0.42
42512,0.24,0.75
42514,0.05,0.54
42515,0.76,0.68
42517,0.11,0.52
42518,0.04,0.11
42519,0.1,0.03
42520,0.37,0.58
42521,0.14,0.25
42523,0.89,0.95
42524,0.22,0.73
42526,0.05,0.32
42527,0.12,0.63
42528,0.05,0.1
42529,0.74,0.7
42530,0.03,0.61
42531,0.15,0.08
42532,0.13,0.16
42534,0.02,0.27
42536,0.01,0.11
42538,0.09,0.1
42539,0.62,0.56
42540,0.07,0.43
42541,0.04,0.89
42543,0.02,0.1
42544,0.08,0.07
42545,0.18,0.17
42546,0.03,0.12
42547,0.08,0.7
42548,0.12,0.42
42549,0.01,0.54
42550,0.47,0.91
42553,0.91,0.97
42554,0.02,0.3
42555,0.76,0.81
42556,0.19,0.85
42558,0.13,0.21
42559,0.2,0.36
42560,0.17,0.81
42561,0.25,0.47
42562,0.12,0.51
42563,0.25,0.27
42564,0.05,0.22
42565,0.23,0.38
42566,0.18,0.8
42567,0.52,0.84
42568,0.13,0.38
42569,0.8,0.85
42570,0.09,0.26
42572,0.03,0.41
42573,0.25,0.63
42574,0.19,0.67
42576,0.21,0.44
42578,0.79,0.94
42579,0.05,0.43
42581,0.16,0.59
42582,0.02,0.13
42585,0.22,0.28
42586,0.57,0.81
42587,0.0,0.08
42588,0.2,0.13
42590,0.43,0.65
42591,0.06,0.66
42592,0.21,0.73
42593,0.39,0.61
42594,0.03,0.23
42595,0.16,0.64
42596,0.1,0.08
42598,0.48,0.24
42600,0.24,0.78
42601,0.19,0.21
42602,0.38,0.89
42603,0.77,0.71
42604,0.14,0.37
42605,0.06,0.32
42607,0.22,0.08
42610,0.0,0.59
42611,0.85,0.85
42612,0.2,0.64
42613,0.01,0.15
42614,0.05,0.2
42615,0.08,0.2
42620,0.06,0.17
42621,0.1,0.15
42622,0.04,0.26
42623,0.05,0.25
42624,0.02,0.51
42626,0.56,0.71
42627,0.1,0.39
42628,0.15,0.49
42629,0.82,0.16
42630,0.05,0.22
42631,0.25,0.84
42632,0.11,0.21
42633,0.02,0.09
42634,0.04,0.34
42635,0.11,0.5
42636,0.85,0.81
42637,0.08,0.38
42638,0.2,0.58
42639,0.06,0.88
42640,0.01,0.45
42642,0.01,0.16
42643,0.14,0.28
42644,0.15,0.4
42646,0.31,0.71
42648,0.26,0.13
42649,0.08,0.09
42650,0.07,0.76
42652,0.21,0.5
42653,0.42,0.16
42654,0.85,0.93
42655,0.0,0.15
42656,0.12,0.25
42657,0.01,0.07
42658,0.02,0.4
42659,0.1,0.61
42660,0.52,0.91
42661,0.21,0.14
42664,0.84,0.6
42665,0.06,0.78
42666,0.14,0.67
42667,0.8,1.0
42668,0.03,0.07
42669,0.05,0.12
42670,0.03,0.21
42671,0.04,0.38
42673,0.52,0.74
42674,0.36,0.68
42675,0.15,0.33
42676,0.05,0.27
42677,0.01,0.46
42678,0.06,0.4
42680,0.21,0.24
42682,0.01,0.14
42683,0.1,0.58
42684,0.59,0.88
42685,0.05,0.68
42688,0.26,0.6
42689,0.93,0.9
42690,0.0,0.04
42692,0.04,0.23
42693,0.25,0.44
42695,0.02,0.24
42697,0.05,0.14
42698,0.76,0.96
42699,0.15,0.43
42700,0.05,0.71
42701,0.04,0.83
42704,0.3,0.88
42705,0.01,0.15
42706,0.15,0.4
42707,0.01,0.09
42708,0.13,0.93
42709,0.1,0.38
42710,0.0,0.21
42712,0.23,0.3
42713,0.22,0.87
42714,0.08,0.69
42715,0.01,0.11
42716,0.07,0.45
42717,0.27,0.34
42718,0.17,0.85
42720,0.77,0.98
42721,0.02,0.06
42722,0.53,0.63
42723,0.05,0.51
42724,0.01,0.08
42726,0.21,0.58
42727,0.09,0.53
42728,0.12,0.07
42730,0.27,0.76
42732,0.19,0.5
42733,0.02,0.25
42734,0.06,0.36
42735,0.29,0.7
42736,0.66,0.44
42737,0.11,0.13
42738,0.06,0.77
42740,0.18,0.25
42741,0.11,0.59
42742,0.13,0.25
42743,0.1,0.1
42744,0.0,0.05
42746,0.09,0.1
42747,0.1,0.65
42748,0.03,0.42
42749,0.41,0.78
42750,0.09,0.19
42751,0.03,0.39
42752,0.02,0.35
42753,0.43,0.69
42754,0.19,0.13
42756,0.23,0.86
42757,0.32,0.55
42759,0.07,0.3
42760,0.21,0.3
42762,0.17,0.67
42763,0.17,0.53
42764,0.07,0.52
42765,0.02,0.12
42767,0.06,0.51
42768,0.04,0.38
42769,0.09,0.18
42770,0.07,0.12
42771,0.12,0.35
42772,0.59,0.61
42773,0.16,0.45
42774,0.05,0.23
42775,0.15,0.08
42776,0.02,0.12
42777,0.38,0.79
42778,0.2,0.23
42780,0.02,0.19
42781,0.22,0.75
42782,0.14,0.76
42783,0.9,0.96
42784,0.02,0.55
42785,0.04,0.83
42786,0.03,0.53
42787,0.37,0.9
42788,0.18,0.68
42791,0.02,0.01
42793,0.56,0.64
42794,0.27,0.43
42795,0.01,0.16
42796,0.66,0.86
42797,0.44,0.29
42798,0.05,0.4
42799,0.01,0.67
42800,0.15,0.94
42801,0.12,0.13
42802,0.04,0.15
42803,0.5,0.67
42804,0.11,0.79
42805,0.24,0.8
42810,0.01,0.18
42811,0.08,0.35
42812,0.39,0.56
42813,0.06,0.84
42815,0.05,0.26
42816,0.0,0.1
42818,0.04,0.35
42819,0.04,0.26
42820,0.01,0.31
42821,0.64,0.9
42822,0.02,0.45
42823,0.13,0.14
42826,0.6,0.5
42827,0.06,0.32
42828,0.03,0.25
42829,0.03,0.12
42830,0.61,0.34
42832,0.6,0.96
42833,0.88,0.98
42834,0.05,0.84
42835,0.39,0.74
42836,0.0,0.04
42837,0.12,0.84
42838,0.44,0.52
42840,0.01,0.56
42841,0.07,0.78
42842,0.6,0.65
42843,0.09,0.23
42844,0.14,0.57
42845,0.56,0.88
42846,0.04,0.82
42847,0.16,0.17
42848,0.11,0.81
42849,0.0,0.02
42851,0.01,0.1
42852,0.17,0.36
42853,0.01,0.67
42855,0.08,0.89
42856,0.03,0.09
42857,0.14,0.68
42858,0.3,0.81
42859,0.02,0.13
42860,0.12,0.73
42861,0.04,0.5
42862,0.07,0.09
42864,0.11,0.28
42865,0.02,0.28
42866,0.08,0.39
42867,0.44,0.43
42868,0.35,0.36
42869,0.13,0.78
42870,0.06,0.38
42871,0.94,0.91
42872,0.18,0.81
42873,0.01,0.44
42874,0.12,0.14
42875,0.02,0.64
42876,0.17,0.19
42877,0.13,0.54
42878,0.25,0.62
42880,0.92,1.0
42881,0.06,0.41
42882,0.23,0.53
42883,0.05,0.19
42884,0.64,0.34
42885,0.09,0.6
42886,0.76,0.79
42887,0.03,0.43
42888,0.04,0.3
42890,0.54,0.6
42891,0.37,0.66
42892,0.09,0.32
42893,0.05,0.72
42894,0.05,0.15
42895,0.01,0.29
42896,0.02,0.1
42897,0.11,0.53
42898,0.21,0.39
42899,0.13,0.18
42900,0.13,0.78
42901,0.61,0.68
42902,0.76,0.88
42903,0.1,0.44
42904,0.02,0.28
42905,0.23,0.85
42906,0.04,0.19
42908,0.31,0.8
42909,0.03,0.45
42910,0.19,0.77
42911,0.81,0.94
42912,0.16,0.32
42914,0.05,0.93
42915,0.87,0.95
42918,0.08,0.16
42920,0.23,0.76
42921,0.03,0.11
42922,0.26,0.37
42923,0.04,0.78
42925,0.03,0.46
42926,0.26,0.62
42927,0.11,0.06
42928,0.12,0.42
42929,0.12,0.6
42930,0.19,0.81
42931,0.68,0.59
42932,0.04,0.91
42933,0.08,0.43
42934,0.17,0.24
42936,0.06,0.91
42937,0.17,0.65
42938,0.89,0.97
42939,0.01,0.44
42940,0.26,0.57
42941,0.14,0.36
42943,0.16,0.44
42944,0.13,0.44
42946,0.02,0.58
42947,0.04,0.64
42948,0.23,0.17
42949,0.04,0.23
42951,0.48,0.85
42952,0.04,0.41
42953,0.24,0.69
42954,0.0,0.09
42955,0.11,0.38
42956,0.2,0.56
42957,0.09,0.13
42958,0.41,0.26
42959,0.19,0.56
42960,0.1,0.39
42961,0.0,0.07
42962,0.21,0.55
42963,0.08,0.15
42964,0.04,0.64
42965,0.9,0.84
42966,0.84,0.84
42967,0.39,0.43
42968,0.38,0.79
42970,0.57,0.24
42971,0.63,0.72
42972,0.01,0.15
42974,0.1,0.08
42975,0.73,0.9
42977,0.3,0.67
42979,0.12,0.76
42980,0.01,0.63
42982,0.04,0.09
42984,0.06,0.37
42986,0.13,0.31
42987,0.03,0.49
42988,0.01,0.3
42989,0.0,0.1
42990,0.09,0.56
42991,0.21,0.45
42992,0.3,0.8
42993,0.11,0.34
42995,0.42,0.69
42996,0.62,0.19
42997,0.01,0.07
42998,0.18,0.13
43000,0.34,0.68
43001,0.07,0.36
43002,0.05,0.29
43004,0.06,0.34
43005,0.06,0.18
43006,0.41,0.74
43007,0.68,0.88
43008,0.03,0.3
43009,0.16,0.26
43010,0.1,0.7
43011,0.46,0.49
43012,0.15,0.83
43013,0.01,0.27
43014,0.18,0.8
43015,0.32,0.88
43018,0.01,0.4
43019,0.02,0.08
43020,0.27,0.3
43021,0.02,0.15
43022,0.48,0.83
43023,0.08,0.68
43024,0.02,0.11
43025,0.01,0.17
43026,0.04,0.1
43027,0.02,0.07
43028,0.17,0.44
43029,0.84,0.78
43030,0.01,0.12
43032,0.17,0.77
43033,0.02,0.11
43035,0.02,0.09
43036,0.53,0.9
43037,0.25,0.33
43038,0.9,0.93
43039,0.1,0.51
43040,0.52,0.69
43041,0.22,0.55
43042,0.12,0.54
43043,0.02,0.06
43044,0.15,0.13
43045,0.21,0.45
43046,0.01,0.17
43047,0.26,0.49
43048,0.13,0.29
43049,0.01,0.22
43050,0.74,0.91
43052,0.11,0.13
43053,0.27,0.88
43054,0.37,0.84
43056,0.32,0.64
43057,0.12,0.72
43058,0.0,0.31
43059,0.16,0.21
43061,0.65,0.82
43062,0.14,0.3
43063,0.02,0.49
43064,0.26,0.41
43065,0.8,0.95
43067,0.05,0.41
43068,0.18,0.51
43069,0.01,0.06
43071,0.01,0.7
43073,0.04,0.19
43075,0.81,0.9
43077,0.1,0.06
43078,0.22,0.41
43080,0.21,0.13
43081,0.04,0.46
43083,0.01,0.08
43085,0.22,0.48
43086,0.02,0.12
43087,0.07,0.71
43088,0.71,0.96
43089,0.56,0.62
43090,0.03,0.74
43091,0.27,0.23
43092,0.05,0.17
43093,0.1,0.84
43094,0.18,0.76
43096,0.03,0.13
43098,0.04,0.69
43100,0.01,0.21
43101,0.91,0.9
43102,0.06,0.28
43103,0.14,0.12
43105,0.09,0.37
43106,0.01,0.05
43107,0.06,0.83
43109,0.0,0.22
43110,0.02,0.56
43111,0.1,0.57
43112,0.01,0.24
43113,0.14,0.71
43114,0.3,0.44
43115,0.15,0.52
43116,0.92,0.88
43117,0.06,0.45
43118,0.14,0.18
43119,0.69,0.97
43120,0.49,0.84
43121,0.15,0.95
43122,0.65,0.71
43123,0.03,0.22
43125,0.04,0.21
43126,0.08,0.81
43127,0.17,0.15
43128,0.13,0.63
43129,0.01,0.24
43130,0.04,0.87
43131,0.19,0.6
43132,0.02,0.31
43134,0.1,0.24
43135,0.16,0.68
43136,0.05,0.52
43137,0.03,0.89
43138,0.2,0.51
43139,0.09,0.84
43140,0.14,0.65
43141,0.84,0.98
43142,0.79,0.86
43143,0.03,0.21
43144,0.13,0.82
43148,0.7,0.9
43150,0.04,0.67
43151,0.13,0.38
43153,0.65,1.0
43154,0.33,0.54
43155,0.11,0.12
43156,0.38,0.65
43158,0.02,0.01
43159,0.06,0.24
43160,0.25,0.83
43161,0.93,0.93
43162,0.17,0.75
43164,0.27,0.53
43165,0.21,0.86
43166,0.63,0.68
43168,0.29,0.7
43169,0.03,0.11
43170,0.02,0.79
43171,0.06,0.44
43172,0.02,0.04
43173,0.01,0.08
43174,0.09,0.67
43175,0.04,0.57
43178,0.21,0.26
43179,0.05,0.41
43180,0.31,0.33
43181,0.23,0.61
43182,0.17,0.27
43183,0.42,0.65
43184,0.03,0.2
43185,0.04,0.26
43186,0.04,0.66
43189,0.2,0.64
43190,0.93,0.97
43191,0.09,0.09
43192,0.83,0.65
43193,0.13,0.03
43194,0.02,0.39
43196,0.02,0.09
43197,0.68,0.79
43198,0.27,0.72
43199,0.26,0.22
43200,0.03,0.15
43201,0.09,0.86
43202,0.01,0.76
43203,0.02,0.17
43204,0.01,0.14
43205,0.66,0.88
43206,0.75,0.76
43207,0.12,0.27
43208,0.03,0.15
43209,0.78,0.94
43210,0.29,0.52
43211,0.06,0.78
43212,0.02,0.67
43214,0.02,0.13
43215,0.11,0.89
43216,0.04,0.29
43218,0.49,0.31
43219,0.21,0.36
43220,0.02,0.19
43221,0.29,0.5
43222,0.38,0.9
43223,0.22,0.82
43224,0.07,0.31
43225,0.14,0.41
43226,0.75,0.82
43227,0.36,0.32
43229,0.86,0.32
43230,0.68,0.76
43232,0.01,0.15
43233,0.06,0.16
43234,0.03,0.37
43235,0.74,0.96
43236,0.17,0.6
43237,0.04,0.24
43238,0.3,0.83
43239,0.5,0.73
43240,0.01,0.14
43241,0.47,0.36
43243,0.04,0.85
43244,0.04,0.19
43245,0.0,0.06
43246,0.02,0.41
43247,0.02,0.82
43248,0.14,0.35
43249,0.06,0.19
43251,0.34,0.19
43253,0.47,0.66
43257,0.09,0.44
43258,0.02,0.43
43260,0.87,0.65
43261,0.27,0.3
43263,0.24,0.52
43264,0.38,0.3
43266,0.08,0.09
43269,0.03,0.84
43270,0.52,0.71
43271,0.51,0.83
43272,0.32,0.58
43273,0.12,0.08
43275,0.06,0.5
43276,0.52,0.82
43277,0.18,0.31
43278,0.16,0.47
43281,0.21,0.65
43282,0.33,0.67
43283,0.02,0.13
43284,0.3,0.32
43285,0.02,0.33
43286,0.75,0.92
43288,0.12,0.66
43289,0.01,0.08
43290,0.2,0.98
43291,0.6,0.78
43292,0.2,0.39
43293,0.05,0.58
43294,0.02,0.74
43295,0.0,0.04
43296,0.13,0.63
43297,0.09,0.21
43298,0.08,0.77
43299,0.08,0.34
43300,0.07,0.8
43301,0.02,0.13
43302,0.13,0.19
43303,0.02,0.13
43304,0.02,0.31
43305,0.23,0.71
43306,0.03,0.33
43307,0.09,0.58
43308,0.8,1.0
43309,0.08,0.41
43310,0.18,0.52
43312,0.04,0.16
43314,0.08,0.08
43316,0.86,0.9
43318,0.12,0.25
43319,0.05,0.34
43320,0.43,0.84
43321,0.12,0.15
43322,0.01,0.08
43323,0.46,0.47
43325,0.01,0.04
43327,0.03,0.24
43328,0.52,0.94
43329,0.69,0.78
43331,0.25,0.82
43332,0.1,0.28
43333,0.03,0.31
43334,0.01,0.51
43335,0.27,0.21
43337,0.1,0.14
43338,0.08,0.82
43339,0.09,0.14
43340,0.01,0.17
43341,0.14,0.33
43342,0.05,0.09
43343,0.0,0.06
43344,0.15,0.13
43345,0.04,0.17
43348,0.15,0.56
43349,0.92,0.99
43350,0.98,0.8
43351,0.39,0.21
43352,0.14,0.57
43353,0.08,0.63
43354,0.11,0.15
43355,0.03,0.63
43356,0.1,0.09
43357,0.03,0.14
43358,0.08,0.42
43359,0.77,0.3
43361,0.21,0.55
43362,0.08,0.26
43363,0.07,0.25
43364,0.09,0.17
43366,0.03,0.68
43367,0.37,0.75
43368,0.01,0.34
43369,0.22,0.37
43370,0.9,0.96
43371,0.03,0.21
43372,0.14,0.55
43373,0.12,0.72
43374,0.09,0.39
43375,0.08,0.11
43377,0.01,0.02
43378,0.03,0.46
43379,0.23,0.23
43380,0.0,0.14
43381,0.01,0.12
43382,0.23,0.57
43383,0.02,0.69
43384,0.04,0.6
43385,0.09,0.77
43386,0.06,0.06
43387,0.2,0.33
43388,0.95,0.9
43389,0.07,0.56
43390,0.33,0.86
43392,0.01,0.04
43393,0.05,0.78
43397,0.09,0.76
43398,0.48,0.77
43399,0.06,0.37
43400,0.1,0.32
43401,0.09,0.58
43402,0.0,0.07
43403,0.09,0.37
43404,0.37,0.14
43405,0.33,0.42
43406,0.81,0.82
43407,0.95,0.91
43408,0.83,0.97
43409,0.46,0.58
43410,0.01,0.24
43411,0.06,0.6
43412,0.07,0.8
43413,0.12,0.53
43418,0.04,0.51
43419,0.1,0.94
43420,0.13,0.31
43421,0.27,0.08
43422,0.13,0.12
43423,0.18,0.73
43424,0.28,0.69
43425,0.05,0.74
43426,0.56,0.88
43427,0.05,0.73
43428,0.95,0.96
43429,0.57,0.78
43431,0.15,0.15
43433,0.03,0.11
43434,0.15,0.34
43435,0.02,0.15
43437,0.05,0.71
43438,0.12,0.53
43439,0.4,0.21
43440,0.16,0.35
43441,0.02,0.16
43442,0.08,0.22
43443,0.09,0.53
43444,0.03,0.12
43445,0.82,0.83
43446,0.01,0.13
43448,0.01,0.19
43449,0.0,0.07
43450,0.31,0.6
43451,0.02,0.37
43452,0.2,0.27
43453,0.78,0.84
43454,0.18,0.19
43455,0.29,0.69
43456,0.24,0.87
43457,0.26,0.36
43458,0.56,0.82
43460,0.85,0.78
43462,0.13,0.21
43463,0.12,0.26
43464,0.05,0.05
43465,0.08,0.14
43466,0.18,0.49
43467,0.46,0.73
43468,0.17,0.37
43469,0.13,0.31
43470,0.21,0.42
43471,0.39,0.65
43472,0.36,0.7
43474,0.0,0.09
43475,0.03,0.41
43476,0.11,0.23
43477,0.02,0.6
43478,0.59,0.46
43479,0.09,0.85
43481,0.03,0.71
43482,0.2,0.59
43483,0.13,0.59
43485,0.0,0.48
43486,0.42,0.8
43487,0.05,0.22
43488,0.37,0.89
43489,0.22,0.37
43490,0.11,0.38
43491,0.31,0.77
43492,0.09,0.4
43494,0.14,0.38
43496,0.02,0.21
43497,0.41,0.83
43499,0.67,0.93
43501,0.18,0.22
43503,0.02,0.42
43506,0.45,0.95
43507,0.09,0.15
43508,0.01,0.07
43509,0.1,0.47
43511,0.01,0.04
43512,0.63,0.69
43513,0.22,0.28
43514,0.25,0.28
43516,0.76,0.77
43517,0.04,0.74
43518,0.0,0.05
43519,0.02,0.07
43522,0.01,0.53
43524,0.18,0.8
43525,0.05,0.2
43527,0.03,0.81
43528,0.03,0.43
43529,0.15,0.69
43531,0.06,0.18
43532,0.01,0.06
43533,0.08,0.13
43535,0.93,0.95
43536,0.03,0.29
43537,0.41,0.78
43538,0.3,0.37
43539,0.67,0.54
43540,0.06,0.22
43541,0.97,0.56
43542,0.27,0.55
43543,0.1,0.53
43544,0.63,0.35
43545,0.49,0.74
43547,0.11,0.67
43548,0.19,0.63
43549,0.09,0.25
43550,0.04,0.35
43551,0.2,0.73
43552,0.73,0.73
43553,0.08,0.25
43554,0.05,0.67
43555,0.02,0.23
43556,0.56,0.71
43557,0.7,0.82
43558,0.08,0.06
43559,0.08,0.58
43560,0.28,0.68
43562,0.04,0.33
43564,0.0,0.15
43565,0.76,0.7
43566,0.51,0.86
43567,0.02,0.08
43568,0.34,0.39
43569,0.8,0.81
43571,0.08,0.11
43572,0.01,0.1
43573,0.01,0.21
43574,0.75,0.89
43575,0.09,0.61
43576,0.09,0.57
43578,0.09,0.28
43582,0.31,0.75
43583,0.0,0.02
43584,0.12,0.85
43585,0.09,0.16
43586,0.01,0.0
43587,0.06,0.63
43588,0.65,0.79
43590,0.34,0.72
43591,0.02,0.19
43592,0.05,0.87
43593,0.5,0.18
43594,0.01,0.08
43595,0.61,0.48
43597,0.32,0.91
43599,0.86,0.97
43600,0.02,0.07
43601,0.02,0.27
43602,0.08,0.28
43603,0.0,0.13
43604,0.03,0.38
43605,0.07,0.12
43606,0.13,0.39
43607,0.02,0.37
43608,0.52,0.46
43610,0.4,0.47
43611,0.78,0.88
43612,0.18,0.15
43613,0.51,0.54
43614,0.12,0.34
43615,0.42,0.32
43616,0.09,0.37
43617,0.15,0.3
43618,0.0,0.04
43619,0.42,0.8
43620,0.23,0.29
43621,0.03,0.08
43622,0.68,0.64
43623,0.06,0.28
43625,0.51,0.66
43626,0.02,0.24
43627,0.0,0.09
43628,0.28,0.14
43629,0.0,0.13
43630,0.12,0.33
43631,0.4,0.29
43632,0.24,0.82
